residual_weight,test_cosine,is_learned_value
0.0,0.008071318901730356,False
0.25,0.19822992560695166,False
0.5,0.2852672149185781,False
0.75,0.31426099985837935,False
0.97,0.3239092692180916,False
1.0,0.3247079707682133,False
