seed,best_val_loss,test_baseline_cosine,test_adapted_cosine,test_improvement,train_time_sec
42,0.7698783594019273,0.008071318901730356,0.32233944852594976,0.3142681296242194,274.8484661579132
123,0.7693113228854012,0.008071318901730356,0.3260838053844593,0.31801248648272895,163.39848804473877
7,0.7700935987865224,0.008071318901730356,0.3233506380683846,0.31527931916665425,129.39163827896118
2024,0.768789950539084,0.008071318901730356,0.3249346398644977,0.31686332096276737,128.166077375412
99,0.7695334308287677,0.008071318901730356,0.3234713851301758,0.31540006622844546,129.23854279518127
