speaker_id,utterance_id,baseline_cosine,adapted_cosine,cosine_improvement
p340,p340_010,-0.057900331914424896,0.340976357460022,0.39887668937444687
p340,p340_011,0.029561195522546768,0.328376829624176,0.29881563410162926
p340,p340_012,0.06204138323664665,0.33197444677352905,0.2699330635368824
p340,p340_013,0.04929008707404137,0.2834601402282715,0.23417005315423012
p340,p340_014,0.03080820105969906,0.28948351740837097,0.2586753163486719
p340,p340_015,0.07579579949378967,0.33752384781837463,0.26172804832458496
p340,p340_016,0.08619962632656097,0.3449629545211792,0.2587633281946182
p340,p340_017,0.15964838862419128,0.43814390897750854,0.27849552035331726
p340,p340_018,0.025381673127412796,0.3461853861808777,0.3208037130534649
p340,p340_019,0.06062992662191391,0.3132222294807434,0.2525923028588295
p340,p340_020,0.0694260224699974,0.41491761803627014,0.34549159556627274
p340,p340_021,0.02818676270544529,0.3394984006881714,0.3113116379827261
p340,p340_022,0.0033113472163677216,0.29964178800582886,0.29633044078946114
p340,p340_024,0.03823371231555939,0.351246178150177,0.3130124658346176
p340,p340_025,-0.07951182872056961,0.3152281641960144,0.394739992916584
p340,p340_026,0.01686827838420868,0.3690873980522156,0.3522191196680069
p340,p340_027,0.10266876965761185,0.2718190848827362,0.16915031522512436
p340,p340_028,0.05709514766931534,0.341325044631958,0.28422989696264267
p340,p340_029,-0.0318390354514122,0.30838507413864136,0.34022410959005356
p340,p340_030,0.13501986861228943,0.3750106692314148,0.23999080061912537
p340,p340_031,-0.026875466108322144,0.2541491389274597,0.28102460503578186
p340,p340_032,-0.016040652990341187,0.334683358669281,0.3507240116596222
p340,p340_033,0.01156026404350996,0.4043867588043213,0.39282649476081133
p340,p340_034,0.12856368720531464,0.32463502883911133,0.1960713416337967
p340,p340_035,0.028113190084695816,0.34244072437286377,0.31432753428816795
p340,p340_036,0.1066519170999527,0.2744809091091156,0.1678289920091629
p340,p340_037,0.015609817579388618,0.37029924988746643,0.3546894323080778
p340,p340_038,0.057739295065402985,0.3698160648345947,0.31207676976919174
p340,p340_039,-0.05883149057626724,0.1862618625164032,0.24509335309267044
p340,p340_040,-0.013315782882273197,0.3042803406715393,0.3175961235538125
p340,p340_041,-0.06038958206772804,0.28428688645362854,0.3446764685213566
p340,p340_042,0.07092007249593735,0.4101167321205139,0.33919665962457657
p340,p340_043,0.07096659392118454,0.3433955907821655,0.272428996860981
p340,p340_044,-0.0906781330704689,0.27996063232421875,0.37063876539468765
